mode_type,street,lat,long
mv,,42.2555635538165,-71.1430568706554
ped,,42.338605225948,-71.048382546033
mv,SARATOGA ST,42.385667855812,-71.003987495927
mv,,42.366395220783,-71.0677021849855
mv,MASSPORT HAUL RD,42.3459447429852,-71.0398152754756
mv,,42.350724182578,-71.0931342327697
bike,PURITAN AVE,42.3062468660581,-71.0723907690596
ped,MORTON ST,42.2837760296204,-71.089418597207
mv,,42.2676790126307,-71.0938782413273
mv,,42.2960360756339,-71.1504943519135
ped,NEWTON ST,42.3365176053435,-71.0707882839653
ped,,42.3786573066595,-71.0391900466956
mv,,42.2857153467023,-71.1099121592945
mv,SEAVER ST,42.305676592837,-71.0855910416361
mv,,42.3487101678075,-71.0717811676223
mv,,42.3348311435891,-71.0845692100316
ped,,42.3158085168013,-71.0982902915831
mv,,42.3499658324543,-71.0928647982024
mv,,42.3468161790904,-71.0377060911587
mv,,42.2859184225494,-71.0429234676415
mv,SOUTHAMPTON ST,42.3295842283222,-71.0574489121497
bike,BOWDOIN ST,42.3054641819022,-71.0679853038303
mv,,42.3239840505228,-71.0711707456625
ped,,42.3358321674815,-71.1001092325118
ped,SARATOGA ST,42.3818357442974,-71.0223661179418
mv,,42.275381045464,-71.1405763440482
mv,,42.2908618297805,-71.074139764859
mv,TACOMA ST,42.2683385966919,-71.1130049838366
mv,,42.3354051518107,-71.087571225469
mv,,42.2857682775888,-71.064302742468
mv,,42.3561943789902,-71.1568145446368
mv,,42.2710693412497,-71.1033399183986
mv,,42.3839834614102,-71.0731060704535
ped,,42.3123078528326,-71.1141792185234
ped,,42.2906152311011,-71.0733158222982
mv,,42.3499658324543,-71.0928647982024
bike,COMMONWEALTH AVE,42.3511117958565,-71.1166839072884
ped,,42.3486258873344,-71.0753823022684
mv,,42.3281599638715,-71.0969898111653
ped,,42.3344451645338,-71.089398218468
ped,DIMOCK ST,42.3194833120903,-71.0965801302923
mv,COLUMBIA RD,42.3091691685094,-71.0736841790164
ped,WARREN ST,42.3296361859534,-71.083283106696
ped,WASHINGTON ST,42.3301993223394,-71.0841783276846
mv,CANTERBURY ST,42.278714864301,-71.1172658819617
mv,,42.358086186739,-71.0516711287163
mv,,42.2842986449676,-71.0915434257049
mv,,42.2646264628895,-71.1424458476902
mv,,42.2820114958427,-71.0589153444594
mv,,42.3914892689697,-71.0130560461015
ped,WASHINGTON ST,42.289664615391,-71.0714353610781
mv,,42.313591374222,-71.1004835026432
mv,MASSACHUSETTS AVE,42.3313623049535,-71.0707173959614
mv,BLUE HILL AVE,42.2780584798143,-71.0935423755226
ped,COMMONWEALTH AVE,42.3479517253462,-71.1362755791365
mv,,42.3469068687377,-71.0658494010782
bike,HUNTINGTON AVE,42.3388756409922,-71.0924870373061
mv,,42.3083236321551,-71.0831765134371
mv,,42.278876103691,-71.1163650285573
mv,,42.3113549158776,-71.0702349143055
mv,SEAVER ST,42.3097352665106,-71.091802111636
ped,,42.3163721221149,-71.0828442123077
mv,,42.324402870413,-71.1146571098856
ped,,42.3866972431663,-71.0068490153877
mv,NORFOLK ST,42.2839820472443,-71.0819285998443
mv,,42.3106345814568,-71.0928569783917
mv,,42.3577257214544,-71.0631940124279
mv,,42.3909510812264,-71.012623782564
mv,,42.2823354889144,-71.0996085303271
mv,,42.2526101984701,-71.1183324180399
mv,BOWDOIN ST,42.3074459647622,-71.0657082647069
ped,,42.3285741950836,-71.0792702067385
mv,CUMMINS HWY,42.2705190197326,-71.1007805821076
bike,,42.3575886552133,-71.1376731900719
mv,,42.3581862039085,-71.0518951518449
mv,,42.3541102104922,-71.0542396034503
mv,,42.3306427105003,-71.0616114890778
mv,,42.3336261401818,-71.0733641704655
ped,QUEENSBERRY ST,42.3421316010059,-71.0996405726956
ped,,42.3567509883673,-71.0573011663454
bike,BEACON ST,42.335962000005,-71.1515956712619
mv,,42.3187411192206,-71.0690785221912
mv,,42.3914892689697,-71.0130560461015
mv,,42.3818282116827,-71.0502455902266
mv,,42.2842791126803,-71.0437266337309
mv,,42.3096508664512,-71.0732076417017
mv,SERVICE RD,42.370035899003,-71.0249861828969
mv,TERMINAL RD,42.364779999221,-71.0192289997146
mv,,42.2830804589423,-71.1472875345464
mv,D ST,42.3437809722274,-71.0449509849208
ped,WASHINGTON ST,42.2855233762792,-71.1291261118481
ped,FAIRMOUNT AVE,42.2546725305266,-71.1200466897233
ped,BLUE HILL AVE,42.3185704028487,-71.0777891710706
mv,,42.3504531769065,-71.1108862831446
mv,,42.2940230710033,-71.0800982046918
mv,CUMMINS HWY,42.270947133046,-71.1032407939027
mv,,42.3246953795015,-71.082893749032
mv,RUGBY RD,42.2703593408338,-71.1037579811661
mv,ADAMS ST,42.3071481355048,-71.0624495069085
ped,,42.3611964892047,-71.0628586108882
mv,CENTRE ST,42.2871115898648,-71.1483764964952
ped,,42.2835932796568,-71.0556568344142
mv,,42.2500923757341,-71.1224603780475
ped,RIVER ST,42.2713160803874,-71.08320562422
mv,,42.2877421853353,-71.1067813297886
mv,JEWISH WAR VETERANS DR,42.3009495825184,-71.1060498103713
mv,WILLIAM F MCCLELLAN HWY,42.3954591287824,-71.00984029826
mv,,42.2963115268165,-71.04625372701
bike,HEMENWAY ST,42.3395837795565,-71.0924433198865
mv,MASSPORT HAUL RD,42.3459447429852,-71.0398152754756
bike,,42.3355391601081,-71.1503933543334
mv,HARVARD ST,42.3632058775122,-71.1297525697441
mv,STRATTON ST,42.289026459606,-71.0859561346503
bike,,42.3091763586832,-71.0663047842433
ped,,42.3257251917479,-71.0731993195999
ped,BENNINGTON ST,42.3858469580828,-71.0093162170763
ped,YAWKEY WAY,42.3464812318651,-71.0987774746459
mv,DR. MICHAEL GAVIN WAY,42.3263583746729,-71.0532886084161
mv,,42.3834702581827,-71.0214970730994
mv,DORCHESTER ST,42.3311479329911,-71.0537351006237
mv,WARREN ST,42.3494330637104,-71.1425236168532
mv,,42.3064093390011,-71.0537094537002
mv,,42.3624432062865,-71.0572831973072
mv,,42.3350231644836,-71.0750611852528
ped,,42.3384657704679,-71.0973212000867
bike,,42.3053811455022,-71.0852706073606
mv,,42.278876103691,-71.1163650285573
mv,BRANDYWYNE DR,42.3877512278468,-71.0126482130869
ped,QUINCY ST,42.3130403071856,-71.0751541976995
mv,MORTON ST,42.280974866939,-71.0852379185938
mv,,42.2944281641045,-71.0835828536746
mv,,42.3322389372263,-71.0716660174578
mv,,42.3579722053398,-71.0725221977633
ped,KNEELAND ST,42.3507153947205,-71.061892667002
mv,,42.3582262692865,-71.1208693888885
ped,,42.307675387532,-71.0584026399595
mv,,42.2961236848462,-71.0613589346637
mv,COLUMBUS AVE,42.318594714124,-71.0983940575233
mv,HYDE PARK AVE,42.2516768439628,-71.1254559602104
mv,HAMMOND ST,42.3369274799173,-71.083681588731
mv,MORTON ST,42.2835224917287,-71.0891534639626
mv,,42.3237741246441,-71.0552761379171
ped,,42.3648332161813,-71.0623141425949
mv,,42.3175627657941,-71.0662253638389
mv,,42.3463584298712,-71.0632327207442
mv,VFW PKWY,42.2824773063705,-71.1712713690494
mv,,42.3570461940905,-71.0513381513117
mv,,42.307614433789,-71.1063790476763
bike,MARTIN LUTHER KING JR BLVD,42.3204301760701,-71.0892912442128
mv,,42.3664666428404,-71.0605318366803
mv,,42.3246101250228,-71.0560231639192
mv,LEVERETT CIR,42.3667015354955,-71.0679019675722
mv,,42.2777250404035,-71.0486371369284
bike,DORCHESTER AVE,42.3088268025518,-71.0581503251115
ped,HEATH ST,42.3267981223943,-71.1070372304918
mv,COLUMBIA RD,42.3155540671017,-71.0664690223121
mv,GENEVA AVE,42.3077523197222,-71.0806055162464
ped,HANCOCK ST,42.3130631897866,-71.0649325487162
mv,,42.257493713809,-71.1196600692633
ped,CUMMINS HWY,42.2720036387785,-71.1068488817277
mv,SOLDIERS FIELD RD,42.3589514292631,-71.1573794102857
mv,PARIS ST,42.3711543310752,-71.0390189178074
bike,,42.3505621999143,-71.1676573894614
mv,,42.3264271605043,-71.1013302435489
bike,,42.3499658324543,-71.0928647982024
ped,,42.3409111853196,-71.0856553446588
mv,MASSACHUSETTS AVE,42.3313623049535,-71.0707173959614
mv,,42.3275671828075,-71.0691559625978
mv,,42.3096508664512,-71.0732076417017
mv,,42.2884237110692,-71.0586004096923
ped,MORTON ST,42.280673284165,-71.0838021152228
mv,,42.3624432062865,-71.0572831973072
mv,,42.3394631600602,-71.0641351805111
ped,,42.3395996002958,-71.0905683641881
mv,,42.2776638670594,-71.0981193382012
mv,TENNIS RD,42.2759152476798,-71.0950208414133
mv,,42.3505557346561,-71.1310615454063
ped,BOSTON ST,42.3266900712511,-71.0585183139014
ped,BENNINGTON ST,42.3872207355806,-71.0049791936386
ped,,42.3336261401818,-71.0733641704655
mv,,42.3757833660246,-71.0319561210576
mv,,42.3139075133854,-71.0943781850986
mv,,42.2917512963936,-71.0497674975023
bike,,42.3162206969248,-71.1053836119947
mv,BENNINGTON ST,42.3777331605499,-71.0312721707962
mv,,42.3364661653426,-71.077022197067
mv,,42.350576194085,-71.0954442677663
mv,,42.2778066315135,-71.1076477474755
mv,,42.3394631600602,-71.0641351805111
mv,,42.3553463379523,-71.0750415130645
mv,HYDE PARK AVE,42.2548402659682,-71.1242896491134
mv,,42.2893328375138,-71.051472118046
ped,MOUNT EVERETT ST,42.3096755705908,-71.070636019948
mv,COTTAGE ST,42.3186239501876,-71.0582945623532
mv,,42.3360049630551,-71.0776413921357
bike,TREMONT ST,42.3540183148995,-71.0639385940223
mv,,42.3636652181871,-71.0583861534972
ped,COMMONWEALTH AVE,42.3490475940299,-71.1395464620669
mv,,42.3562679990605,-71.069019
mv,,42.3579722053398,-71.0725221977633
mv,WASHINGTON ST,42.266565863014,-71.1512172889397
mv,,42.2966420675368,-71.0464231258188
mv,,42.2616284970682,-71.1221697605252
mv,,42.2731416883703,-71.1080892156794
bike,,42.3529841610189,-71.0837875245749
mv,,42.3498579880284,-71.074796296697
mv,COLUMBUS AVE,42.3162777379539,-71.0983326460332
mv,,42.3611162068112,-71.0723496557444
bike,MOUNTAIN AVE,42.2843987527452,-71.0853824977376
ped,MASSACHUSETTS AVE,42.3331697846382,-71.0730600352878
ped,,42.3281599638715,-71.0969898111653
mv,,42.3523997766793,-71.1544480362711
mv,,42.289576228565,-71.0776768359049
mv,MASSACHUSETTS AVE,42.3219008451731,-71.0627346512424
ped,,42.3384992966648,-71.0664873424202
mv,,42.3263570101233,-71.0989133205861
mv,,42.3044672403398,-71.0560186465117
ped,PERKINS ST,42.3216867212441,-71.1115134873405
mv,BLUE HILL AVE,42.3229704164422,-71.0766139668043
mv,AMERICAN LEGION HWY,42.2802654572747,-71.1163909698242
ped,HARRISON AVE,42.3396359872964,-71.0692925699443
mv,CHARLES ST,42.2997482578045,-71.0648399918929
mv,HUNTINGTON AVE,42.3267813658647,-71.1113282416762
mv,,42.294907833355,-71.0878204187995
mv,HUMPHREYS PL,42.3195466512036,-71.0680171589504
mv,BOWDOIN ST,42.3012837430128,-71.0720473377453
ped,TALBOT AVE,42.2946355860749,-71.0870228525831
mv,,42.3609645221658,-71.1176500302794
mv,ALLSTATE RD,42.3280863036369,-71.0632256585757
mv,,42.3834697241519,-71.073167428152
mv,HYDE PARK AVE,42.2822718565027,-71.1188489143278
ped,,42.2799854693765,-71.0885967256432
mv,WASHINGTON ST,42.3285714611699,-71.0858647959592
ped,BOYLSTON ST,42.3444910621985,-71.0980794966126
mv,,42.3372831546173,-71.0653071783305
mv,,42.294907833355,-71.0878204187995
ped,,42.3437066388205,-71.0973924196847
mv,GOVE ST,42.3720832911015,-71.0383988943134
mv,BOWDOIN ST,42.3027490076757,-71.0715265182893
ped,BLUE HILL AVE,42.2855069368325,-71.0909015313826
mv,,42.2860961999999,-71.0960482122969
ped,GENEVA AVE,42.3006722203394,-71.0668177540676
mv,CENTRE ST,42.2871115898648,-71.1483764964952
ped,,42.340125761635,-71.0788185994185
mv,,42.3517170517406,-71.0781328268161
bike,,42.3500629579705,-71.0890957622328
bike,,42.3173344559001,-71.0967841547698
mv,,42.3641932165639,-71.0582811544051
mv,MONTROSE ST,42.3237902291065,-71.0805724133468
mv,,42.3505761939549,-71.0954442307727
mv,,42.2601630036402,-71.1584313799487
mv,,42.3114914654031,-71.0528940416814
mv,,42.3259697245354,-71.0966518917472
mv,PRESCOTT ST,42.3748613955387,-71.0240428736554
ped,,42.3544548009901,-71.0590692549552
mv,PLEASANT ST,42.3151520139266,-71.0598867715462
ped,HUNTINGTON AVE,42.3487055581364,-71.077571267909
mv,,42.3599978138824,-71.0719922112644
mv,,42.2993377137255,-71.0581357574093
mv,COLUMBIA RD,42.3121211324419,-71.0688942747603
bike,,42.3509913391254,-71.0629717400578
mv,,42.3329731436691,-71.0630531537886
mv,DIMOCK ST,42.319490194482,-71.0966369497364
mv,SOLDIERS FIELD RD,42.3601036945007,-71.1175242131458
ped,TREMONT ST,42.3337114907778,-71.1034723576941
ped,SCHOOL ST,42.3577256523982,-71.0595146378215
mv,TERMINAL RD,42.3653448142483,-71.0211187807035
mv,,42.301629097786,-71.1122762646455
mv,,42.3491856128879,-71.0928747759874
mv,WILLIAM T MORRISSEY BLVD,42.289836053833,-71.0451310030973
mv,,42.3226377704839,-71.0985548299738
mv,,42.3677122049131,-71.0622141426475
mv,,42.3158085168013,-71.0982902915831
ped,BORDER ST,42.3770387055501,-71.0398754102289
mv,MORTON ST,42.2802103019967,-71.082239209564
bike,BEACON ST,42.3483308728864,-71.0990837559723
mv,,42.3261535573012,-71.0753135861324
mv,RIVER ST,42.2564177514609,-71.1205604183887
mv,I ST,42.3359622237501,-71.0399350983025
mv,BLUE HILL AVE,42.2978024700125,-71.0869364251511
mv,ADAMS ST,42.2958991437355,-71.0563108753485
mv,MASSACHUSETTS AVE,42.3256697292757,-71.0659081421265
ped,WASHINGTON ST,42.3056660099423,-71.0808544773548
mv,HYDE PARK AVE,42.2656004103781,-71.121127522879
mv,NAZING ST,42.3061337562176,-71.0846815241833
ped,,42.3481180472712,-71.0881347734684
ped,,42.3120329556741,-71.0544608260869
mv,MILTON AVE,42.2818200624167,-71.07601983312
mv,BOSTON ST,42.3227049750656,-71.0608775381817
mv,WILLIAM J DAY BLVD,42.3226662863946,-71.0493384095945
mv,,42.2702113545936,-71.0932649349327
mv,,42.3066674255198,-71.1152056843001
mv,,42.3573892021673,-71.1280929015528
mv,,42.2797228064306,-71.0471396001619
mv,,42.2840120486764,-71.0439051319674
mv,,42.273829212292,-71.070153557734
mv,,42.2968681963385,-71.0670167535655
mv,,42.3561752047546,-71.1490967223977
ped,DAVID G MUGAR WAY,42.3570876263207,-71.0730253692204
mv,ADAMS ST,42.2978212931961,-71.0568241600286
mv,,42.3087831125722,-71.1213363140132
mv,HARVARD ST,42.2862227564494,-71.0959176791499
mv,VFW PKWY,42.2785112782296,-71.1715199239329
mv,OLNEY ST,42.3055308316258,-71.0708629207441
mv,,42.3091763586832,-71.0663047842433
ped,,42.3259493960229,-71.0834501340147
mv,,42.3536789006513,-71.0535552499844
mv,ATLANTIC AVE,42.35437386083,-71.0521493828832
mv,,42.3099681920849,-71.0578841029342
mv,,42.3489891762637,-71.0970932286989
mv,,42.2826097294558,-71.0557143257103
mv,,42.3266943079439,-71.0714752969125
mv,,42.3055372824677,-71.1084289045822
mv,HEATH ST,42.3261105909912,-71.1042105787672
ped,GLENARM ST,42.3040457777938,-71.0804641590414
mv,,42.3388240448677,-71.0508282008048
mv,,42.3714379244187,-71.0626455350667
ped,BROADWAY NULL,42.342534922394,-71.0570626755195
bike,SCIENCE PARK,42.3675639180761,-71.0704032508472
mv,,42.2547150810683,-71.1435473531888
mv,,42.2781327632164,-71.0722198016682
bike,WEST ROXBURY PKWY,42.2933426275042,-71.1459738404796
mv,,42.2928450588169,-71.0963012549405
mv,,42.3536789006513,-71.0535552499844
mv,,42.2865170520422,-71.0934072386827
mv,HARVARD AVE,42.2592159505903,-71.1224096368096
mv,LOVELL ST,42.3784833452645,-71.0255204244835
ped,ROCKVALE CIR,42.3072992878154,-71.1053632233321
bike,,42.3266943079439,-71.0714752969125
ped,,42.3317980031486,-71.0971829237883
mv,,42.3432119480044,-71.1419178574666
mv,COMMONWEALTH AVE,42.3415975535804,-71.145426061074
ped,,42.3406641521711,-71.081742190346
ped,BOSTON FISH PIER NULL,42.3501638866169,-71.0387376411868
mv,,42.3475243858218,-71.0915260212164
mv,,42.3034121961466,-71.0842788171581
ped,COLUMBIA RD,42.3173302474952,-71.0647154148854
ped,,42.3292241372322,-71.0526001329415
mv,,42.3866972431663,-71.0068490153877
mv,,42.2937374473944,-71.1460330386011
mv,,42.3259493960229,-71.0834501340147
ped,,42.2907626788834,-71.0566426194305
mv,,42.3344649553833,-71.0757362867013
mv,,42.292990343285,-71.0945509732253
mv,,42.3344649553833,-71.0757362867013
mv,BREMEN ST,42.3781505533876,-71.0281130183481
mv,,42.2547150810683,-71.1435473531888
mv,,42.3454368915982,-71.0818139583239
mv,,42.3329501558606,-71.092399234367
bike,,42.3175868498505,-71.0567153856428
ped,,42.3418520260475,-71.0964875496158
bike,MALCOLM X BLVD,42.3305850878874,-71.0881358060526
ped,,42.3489962031584,-71.0752932150389
mv,DUDLEY ST,42.3199000151625,-71.070989357433
ped,,42.3328841377695,-71.0810501899638
mv,,42.3236706000502,-71.0549386200203
mv,WASHINGTON ST,42.3344409680804,-71.0795164345212
mv,DUDLEY ST,42.3190135784596,-71.0698585282371
ped,,42.3176804383924,-71.0665030554219
mv,CUMMINS HWY,42.2752388287969,-71.1106834206536
mv,GLENDALE ST,42.3131778460525,-71.066056540656
bike,,42.3084898546062,-71.115503527767
ped,,42.3216750795302,-71.0919535247488
ped,HOMESTEAD ST,42.3127984170077,-71.0922883014354
bike,,42.3565179272131,-71.0619937750522
mv,,42.3132821828137,-71.0893934689937
mv,BOSTON UNIVERSITY BRG,42.3522124806673,-71.1107198106791
mv,,42.278876103691,-71.1163650285573
bike,,42.292990343285,-71.0945509732253
mv,,42.2867570489466,-71.1186913060784
mv,WASHINGTON ST,42.3505273323715,-71.1672171952325
bike,WHIPPLE AVE,42.2914323414544,-71.121773111583
mv,,42.3146234681459,-71.0674064725926
mv,,42.279390497715,-71.0678547408875
bike,,42.3104860179625,-71.1069985000335
mv,,42.3064093390011,-71.0537094537002
mv,COMMONWEALTH AVE,42.3483564413688,-71.1364412203364
mv,,42.3223850277574,-71.0726731987271
mv,,42.3547449990351,-71.0514723805431
bike,,42.3392961552758,-71.0832662193941
ped,WILDWOOD ST,42.2831677673542,-71.0885163138722
mv,,42.2857090936249,-71.1289388195372
ped,WASHINGTON ST,42.3006447071807,-71.113062004088
mv,ELMONT ST,42.2996375923721,-71.0777616031297
mv,,42.3311941476621,-71.0748151792932
mv,,42.3515721291301,-71.1080891633672
mv,,42.275381045464,-71.1405763440482
mv,,42.3588829781315,-71.1474813383496
mv,,42.2933017721991,-71.0718513979875
bike,,42.3527366528829,-71.1301994071556
mv,,42.2877421853353,-71.1067813297886
ped,,42.3295671509085,-71.085974212047
bike,CREIGHTON ST,42.3236629227351,-71.1079671494778
mv,CENTRE ST,42.3059418379406,-71.1242490230859
mv,,42.3019129877171,-71.0855436577785
ped,,42.3560940628824,-71.0548867751107
mv,MAIN ST,42.3835154525245,-71.0718637896047
mv,,42.2800903901543,-71.0926965672205
bike,,42.2919800808425,-71.0959102226719
mv,HARVARD ST,42.2956208368475,-71.0855514768638
mv,BLUE HILL AVE,42.284650543999,-71.0914303099134
bike,FAYWOOD AVE,42.3921479974229,-71.0078824856012
mv,SOLDIERS FIELD RD,42.3601036945007,-71.1175242131458
mv,,42.2955131500281,-71.0721081195909
mv,,42.3252319331187,-71.074915951782
mv,,42.3741770905415,-71.0372949603338
mv,,42.347505799247,-71.0685917792035
mv,GALLIVAN BLVD,42.2854829392143,-71.0430483420095
mv,COLUMBIA RD,42.3214274912553,-71.0523811650364
mv,CHELSEA ST,42.3843150957741,-71.022422560553
ped,FANEUIL ST,42.3530246909767,-71.1596471570933
mv,BORDER ST,42.3784158354734,-71.0400015913929
mv,WARREN ST,42.3167212526498,-71.0828233653816
mv,ALMONT ST,42.2752461285649,-71.095482497844
mv,AUSTIN ST,42.2623287548966,-71.125720671421
mv,CUMMINS HWY,42.2712670006285,-71.1043420044539
ped,,42.3314219023449,-71.0943751444336
mv,HYDE PARK AVE,42.2585086414529,-71.1234715607836
mv,,42.3355772959513,-71.0399253071054
mv,,42.3408401491403,-71.0935141129936
mv,FREEPORT ST,42.3024211422921,-71.0518898420639
ped,MILK ST,42.3585959166659,-71.0525562896124
mv,GEORGE ST,42.3259626433808,-71.0725993422496
mv,TREMONT ST,42.3349873345316,-71.088585202297
ped,DUDLEY ST,42.3284485838565,-71.0789837809323
mv,BEACON ST,42.3568542186794,-71.0664029349724
mv,VFW PKWY,42.2705498249075,-71.1721238876431
ped,,42.3371226600735,-71.103404164331
mv,DEXTER ST,42.330334607168,-71.0576576003944
mv,HYDE PARK AVE,42.2588583729481,-71.1233873743976
bike,,42.3654716715359,-71.0583843463733
mv,DORCHESTER AVE,42.2762095903385,-71.0669842386461
mv,,42.2966420675368,-71.0464231258188
mv,,42.3300571820849,-71.0914549902912
mv,WILLIAM T MORRISSEY BLVD,42.289836053833,-71.0451310030973
mv,,42.3501771178303,-71.1471085561367
ped,,42.294616017335,-71.0719767205786
mv,,42.2723018586746,-71.1717201557991
ped,NEWBURY ST,42.3492119222746,-71.0839265013802
bike,,42.3504821905957,-71.1096662522042
mv,,42.3304992981844,-71.0440865848439
mv,,42.3071262578375,-71.0797243105033
mv,,42.2824352882014,-71.1149533487198
mv,,42.3388240448677,-71.0508282008048
mv,,42.2999394879171,-71.0655441758131
mv,HOLDEN ST,42.3188790709719,-71.0641901143618
bike,TREMONT ST,42.3352585717819,-71.0880102858461
bike,,42.3673002183205,-71.0580621494934
mv,,42.3133854227204,-71.0950563195439
ped,WARREN ST,42.3276579991514,-71.0832340003274
ped,BOWDOIN ST,42.3063482275847,-71.0668998146169
mv,,42.3214461187583,-71.0520301521179
mv,,42.301629097786,-71.1122762646455
mv,,42.278876103691,-71.1163650285573
mv,WASHINGTON ST,42.3033871833978,-71.1105031821846
mv,,42.3504447851797,-71.0726422738757
ped,,42.2842986449676,-71.0915434257049
ped,,42.3589991440819,-71.0558928475131
bike,COMMONWEALTH AVE,42.3480808268481,-71.1402355322944
mv,,42.3306365169235,-71.0882631099401
bike,,42.3838295320875,-71.0150656366937
bike,,42.3712265168554,-71.0603627268963
bike,DORCHESTER AVE,42.3093157546138,-71.0580354381087
mv,VFW PKWY,42.2954844307607,-71.1577329438531
ped,,42.3292771351046,-71.0789956019017
ped,NORWELL ST,42.2937631896248,-71.077873650957
mv,,42.2795627431814,-71.1355277597489
ped,,42.3336261401818,-71.0733641704655
mv,BAY STATE RD,42.3499333938445,-71.0935125190633
mv,,42.3794362393497,-71.0710581696078
mv,,42.3013002906284,-71.050314412907
ped,STATE ST,42.359757435811,-71.0509001991511
mv,,42.2624700217133,-71.1557843598698
ped,VAN WINKLE ST,42.2822010844964,-71.0646326914987
mv,,42.3611843819556,-71.063709822392
mv,ALBANY ST,42.3331947491628,-71.0739247112342
mv,CAUSEWAY ST,42.3664105579157,-71.0594104125007
mv,CHAUNCY ST,42.3527730514751,-71.0610285679074
bike,COLUMBIA RD,42.3062928477385,-71.0776046275107
bike,,42.3031667633599,-71.0641441299403
ped,,42.3555390131485,-71.1327575936923
mv,,42.3053945646767,-71.0615077163655
mv,KINGSDALE ST,42.2947028572276,-71.0824854824597
ped,,42.3361602827059,-71.1009077955362
mv,,42.3561752047546,-71.1490967223977
mv,,42.293426078959,-71.048414121415
mv,,42.3230120828222,-71.0606701367708
mv,,42.3019129877171,-71.0855436577785
mv,,42.2961236848462,-71.0613589346637
mv,,42.3552362049194,-71.0520741364691
mv,,42.2881249584155,-71.1451168810949
mv,,42.2731819550895,-71.107995743638
mv,I90 NULL,42.365036027581,-71.0246400188826
bike,,42.3657307032383,-71.0606100315401
mv,,42.3428491836885,-71.0850258466602
mv,,42.3113549158776,-71.0702349143055
mv,,42.3839319355037,-71.0226562306192
mv,,42.3204991236844,-71.0615081707138
bike,VFW PKWY,42.283761979308,-71.1720059202943
ped,,42.3228310808662,-71.1005678084028
mv,,42.2772543676637,-71.0935748896877
bike,,42.3592690362611,-71.0540164774906
mv,,42.3624432062865,-71.0572831973072
bike,,42.3017510926354,-71.1126072865552
mv,TERMINAL RD,42.364779999221,-71.0192289997146
mv,NORFOLK ST,42.2779163565448,-71.0908819685827
mv,,42.3191731363828,-71.0860137242724
mv,,42.2842986449676,-71.0915434257049
mv,DORCHESTER AVE,42.3212739993917,-71.0567922976248
mv,,42.3521661228028,-71.0883776731714
mv,,42.3188371358787,-71.0952945851805
mv,,42.3296041050125,-71.0901988926119
bike,DUDLEY ST,42.3190135784596,-71.0698585282371
mv,,42.3170011701792,-71.0650240521901
mv,,42.3570461940905,-71.0513381513117
ped,,42.3505557346561,-71.1310615454063
mv,,42.2820114958427,-71.0589153444594
mv,,42.3573333168012,-71.1373070001119
ped,,42.3207273851377,-71.0860171667193
mv,,42.2392568381461,-71.1321019021923
bike,,42.3540266434324,-71.1406720586834
ped,,42.3511076257618,-71.0702872566309
bike,WILLIAM J DAY BLVD,42.3263064729877,-71.048710044356
mv,,42.2789908912996,-71.0803454086959
mv,,42.3184415178201,-71.0519420408389
mv,,42.3489591614857,-71.0743516817029
ped,ATLANTIC AVE,42.350636585575,-71.056515820094
mv,,42.2886353404767,-71.1079688705796
mv,,42.3302385095256,-71.0526173707393
mv,,42.2777250404035,-71.0486371369284
mv,DUDLEY ST,42.3285666340059,-71.0824518540828
mv,BENNINGTON ST,42.386198756523,-71.0080492843215
bike,,42.3249230482231,-71.098252524468
ped,WESTERN AVE,42.3618042334506,-71.1440592510735
mv,,42.3023103214958,-71.0505108872251
mv,,42.3156681749177,-71.0984293172194
bike,,42.3281599638715,-71.0969898111653
mv,,42.2886353404767,-71.1079688705796
bike,CHESTNUT AVE,42.3127626061042,-71.1100051771963
mv,WASHINGTON ST,42.2647236311163,-71.153288852907
mv,,42.3679452260344,-71.0621691603115
mv,DEWOLF ST,42.3106755663068,-71.0606713487818
mv,,42.3146144336358,-71.0788260558534
mv,,42.284784058581,-71.0403600975558
bike,,42.3036846308956,-71.0562355494073
mv,WASHINGTON ST,42.2879316120417,-71.0711796453586
mv,BLACKSTONE ST,42.362031999458,-71.0566800005878
ped,,42.3588411254868,-71.0577906558602
mv,,42.294612934984,-71.0772586209684
bike,,42.2996724432393,-71.1207560769195
ped,,42.2876880686948,-71.093869231729
mv,,42.2822510725184,-71.0555941521364
mv,,42.3153244102599,-71.0833256762273
mv,SARATOGA ST,42.3869748107731,-71.0076782052188
mv,SOUTH ST,42.3032837353808,-71.1145852453536
mv,,42.3542241787401,-71.0796281977332
mv,BLUE HILL AVE,42.2967900459612,-71.0874634665772
mv,,42.3318404653296,-71.0291063906671
bike,WAYLAND ST,42.31367571922,-71.0732414111008
mv,,42.3086087975864,-71.0657030666168
bike,COTTAGE ST,42.3204545916765,-71.0769579698298
mv,HYDE PARK AVE,42.2842904358968,-71.1188988777568
ped,,42.355475140313,-71.0605181391378
mv,RIVER ST,42.2694401202674,-71.0909734712432
mv,FANEUIL ST,42.3510413897877,-71.1683902736263
bike,OAKWOOD ST,42.2886318640619,-71.0737658750163
mv,FANEUIL ST,42.3522131257381,-71.1642353255746
mv,DORCHESTER AVE,42.3034638561987,-71.0593618076747
mv,AMES ST,42.2897354139209,-71.0840738979661
ped,,42.3555719502876,-71.0720427620105
ped,,42.3182572391043,-71.0909813941181
mv,WASHINGTON ST,42.2826469213962,-71.0713471067023
